name,auditID,qualityType,auditDate,auditEnd,Date,Audit Standard,Address,SAM,Available in MI/SI?,Final QCR,Calculation completed,Date of Calculation,Missing Data,Minor - Observations,Major - Observations,Critical - Observations,Observations rating,Avg Rating Quality Documentation,Avg Rating Quality Monitoring,Avg Rat Facilities and Operations,Compliance Score,capaAdequacy,CAPA baseline,actionPlanSent,Initial NEW,Days,CAPA score,Observations DATA available,Rating DATA available,CAPA DATA available,Award,Award,Request to increase Score
Biotika a.s.,recjtx2gJSM8aXjet,GMP_API,11/06/2024,,11/06/2024,EUGMP Part II / ICH Q7,"Slovenská Ľupča 566, 
976 13, Slovenska Lupca, 
Slovakia",Ania Jaworska,Yes,56.68,TRUE,,FALSE,1,5,0,42.2,67,60,60,61.75,Good,85,28.06.2024,08.08.2024,27,74.24,TRUE,TRUE,TRUE,Bronze,TRUE,FALSE
Merck Millipore S.A.S.,recFVZuHlPRpyZhHT,ISO_9001,11/06/2024,12/06/2024,11/06/2024 - 12/06/2024,"ISO 9001:2015 - Quality management systems, as applicable to the manufacturing of Biomonitoring and Process Solutions","39 Route Industrielle de la Hardt, 
67120, Molsheim, 
France",Nicolina Guasch,Yes,74.49,TRUE,,FALSE,5,0,0,77.4,59,67,67,65.00,Good,85,25.06.2024,26.07.2024,17,78.06,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Zydus Takeda Healthcare Pvt. Ltd,recCXuGRay2PbQjEd,GMP_API,11/06/2024,,11/06/2024,EU GMP Part II / ICH Q7,"C-4, M.I.D.C. Village Pawne Thane Belapur Road Vashi, 
400703, Vashi (Navi Mumbai), 
Maharashtra, 
India",Ania Jaworska,Yes,69.42,TRUE,,FALSE,3,0,0,85.7,67,67,47,59.00,Acceptable,55,05.07.2024,24.07.2024,5,53.64,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
Biplast AG,recO8Z0eM3jpNLcMg,GMP_PACKAGING,11/06/2024,,11/06/2024,"ISO 9001:2015 - Quality management systems, as applicable to the manufacturing of bottles and reducers for bottles","Kunststoffverpackungen Langäckerstrasse 13 CH, 
8589, Sitterdorf, 
Switzerland",Nicolina Guasch,Yes,82.86,TRUE,10/09/2024,FALSE,2,0,0,90.3,67,67,67,67.00,Good,85,18.06.2024,25.06.2024,0,85.00,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
"Sparta System, Honeywell",rec9HIynNdn6eDJSD,GAMP_SOFTWARE,11/06/2024,,11/06/2024,ISO 9001:2015,"2000 Water View Dr Suite 300, 
8691, Hamilton Township, 
NJ, 
United States",Laura Lopez,Yes,50.27,TRUE,17/10/2024,FALSE,2,0,0,90.3,67,,1,26.38,Poor,15,02.07.2024,01.10.2024,77,10.20,TRUE,TRUE,TRUE,Bronze,TRUE,FALSE
Global Pharmaceutical Industries (GPI),recToVNFgRb3ByxfP,STERILE_FDF,11/06/2024,12/06/2024,11/06/2024 - 12/06/2024,"EudraLex Vol. 4, with focus on EU GMP Part I and the applicable annexes","Plot No. 2 A 18 - next to customs and water tank - 6th of October, 
3221951, Giza, 
Fifth Industrial Zone, 
Egypt",Omar Taha,Yes,35.30,TRUE,,FALSE,1,6,0,35.8,34,27,21,26.35,Acceptable,55,03.07.2024,09.09.2024,54,41.96,TRUE,TRUE,TRUE,No award,FALSE,FALSE
Jiangsu Baozong & Baoda Pharmachem Co Lt,recbJ6OTwwZRccyNw,GMP_API,12/06/2024,,12/06/2024,EUGMP Part II / ICH Q7,"10 Yuejiang Rd, Rugao, Nantong, 
226532, Jiangsu, 
RuGao city, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,1,5,0,42.2,59,54,60,57.65,,Missing adequacy,21.06.2024,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Zhejiang Tiantai Pharmaceutical Co., Ltd",recLpVFFxCBRTw9kW,GMP_API,12/06/2024,,12/06/2024,EUGMP Part II / ICH Q7,"No. 588, Fenggze Road, 
317200, Taizhou, 
Taizhou, Zhejiang Province, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,3,0,0,85.7,59,67,60,62.20,Acceptable,55,20.06.2024,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"UQUIFA México, S.A. de C.V.",recHeUfZRnnCNJiKU,GMP_API,12/06/2024,13/06/2024,12/06/2024 - 13/06/2024,EUGMP Part II / ICH Q7,"Calle 37 Este Nº 126, Civac, 
62578, Jiutepec (Morelos), 
CIVAC (Ciudad Industrial del Valle de Cuernavaca), 
Mexico",Gonzalo Regal,Yes,78.80,TRUE,10/09/2024,FALSE,0,1,0,85.0,67,67,60,64.20,Good,85,06.08.2024,28.08.2024,8,81.66,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
FAL Duiven ,recHc1RaKiNXBOSW2,GMP_FDF,12/06/2024,13/06/2024,12/06/2024 - 13/06/2024,"EudraLex Vol. 4, with focus on EU GMP Part I and the applicable annexes","Dijkgraaf 30, 
6921, RL Duiven, 
Netherlands",Victoria,Yes,87.64,TRUE,,FALSE,0,0,0,100.0,67,60.4,67,64.69,No CAPA needed,No CAPA needed,27.06.2024,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Anuh Pharma Ltd.,recB9TfZaQL5WajF6,GMP_API,12/06/2024,,12/06/2024,EUGMP Part II / ICH Q7,"Plot No. D-5/8 & 5/9, T.T.C. Industrial area, M.I.D.C., Turbhe,, 
400703, Navi Mumbai, 
India",Omar Taha,Yes,Missing/wrong Data,FALSE,,TRUE,5,3,0,47.5,51,41,41,43.50,,Missing adequacy,28.06.2024,01.08.2024,20,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Minascent Technologies GmbH,reccPSEXhGKKF55zH,ISO_9001,12/06/2024,,12/06/2024,"ISO 9001:2015 - Quality management systems, as","Am Haupttor 4208, 
6237, Leuna, 
Germany",Anne Germer,Yes,71.92,TRUE,,FALSE,0,2,0,72.3,51,67,67,63.00,Good,85,25.06.2024,24.07.2024,15,78.84,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Reddy's Lab (Loan License Site),rectOv6RRhTg5U7BH,GMP_API,12/06/2024,,12/06/2024,EUGMP Part II / ICH Q7,"Plot Nº: 7, J N. Pharma City, Tadi(V),, 
531019, Parawada, Visakhapatnam, 
India",Gonzalo Regal,Yes,57.14,TRUE,10/09/2024,FALSE,3,1,0,72.9,34,41,34,36.45,Acceptable,55,26.06.2024,26.07.2024,16,50.76,TRUE,TRUE,TRUE,Bronze,TRUE,FALSE
PT Musim Mas,recUfg20mB1tnem19,"FOOD, GMP_EXCIPIENTS",12/06/2024,,12/06/2024,2022 IPEC – PQG Good Manufacturing Practices Guide for pharmaceutical excipients,"Jl Oleo Kawasan Industri Medan 2, Saentis Percut Sei Tuan, 
20371, Medan, 
Deli Serdan, 
Indonesia",Gonzalo Regal,Yes,61.26,TRUE,,FALSE,5,1,0,65.8,67,67,60,64.20,Acceptable,55,27.06.2024,22.07.2024,11,52.05,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
University Medical Center Groningen (UMCG),recCX8Miv17Io1pC2,GCP_CLINICAL,12/06/2024,13/06/2024,12/06/2024 - 13/06/2024,ICH Guideline for Good Clinical Practice E6(R2),"Postbus 30001, 
9700, Groningen, 
Netherlands",Laura Lopez,Yes,Missing/wrong Data,FALSE,,TRUE,4,2,0,58.8,67,67,84,73.80,,Missing adequacy,03.07.2024,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Halcyon Labs., Pvt. Ltd. ",recdMN4PnwCH27dQl,GMP_API,13/06/2024,,13/06/2024,EUGMP Part II / ICH Q7,"Plot No. 409, Phase - IV, G.I.D.C. Industrial Estate, Naroda, 
382330, Ahmedabad, 
Gujarat, 
India",Nicolina Guasch,Yes,70.95,TRUE,,FALSE,4,1,0,69.2,67,47,60,57.20,Good,85,11.07.2024,25.07.2024,0,85.00,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Amino Chemicals,recq64YtIDuW4cTvt,GMP_API,13/06/2024,,13/06/2024,EUGMP Part II / ICH Q7,"MRA050X, Marsa Industrial Estate Marsa Industrial Estate, MRS 3000,, 
Marsa, 
Malta",Omar Taha,Yes,Missing/wrong Data,FALSE,,TRUE,6,0,0,73.5,59,34,60,50.65,Acceptable,55,28.06.2024,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Daiichi Sankyo Altkirch SAS,recrBTTcT5SKxqVft,GMP_API,13/06/2024,,13/06/2024,EUGMP Part II / ICH Q7,"39, rue du 3ème Zouaves, 
F-68130, Altkirch, 
France",Omar Taha,Yes,70.89,TRUE,,FALSE,3,0,0,85.7,67,67,60,64.20,Acceptable,55,02.07.2024,19.07.2024,3,54.18,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Neopharmed Gentili S.p.A.,recUYqa1vNW0RRH8j,GVP_COVIGILANCE,13/06/2024,,13/06/2024,Guideline on Good Pharmacovigilance Practices (GVP),"Via San Giuseppe Cottolengo, 15, 
20143, Milano, 
Italy",Omar Taha,Yes,57.80,TRUE,10/09/2024,FALSE,7,0,0,69.8,34,,1,13.69,Good,85,27.06.2024,01.08.2024,21,76.51,TRUE,TRUE,TRUE,Bronze,TRUE,FALSE
SGS North America Inc.,recOVHLPVGD1qWhDD,GMP_LABORATORY,13/06/2024,,13/06/2024,Applicable parts of EU GMP (including annexes),"75 Passaic Avenue, 
7004, Fairfield, 
United States",Nicolina Guasch,Yes,67.28,TRUE,25/09/2024,FALSE,0,1,0,85.0,67,67,1,40.60,Good,85,27.06.2024,09.09.2024,60,62.92,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
AARTI DRUGS LIMITED - Plot Nr. E-120/119/105/106/104,recFbcHsnvQfOrC1N,GMP_API,13/06/2024,,13/06/2024,EUGMP Part II / ICH Q7,"Plot No. E-120/119/105/106/104, M.I.D.C., Tarapur, Tal. Palghar, Dist.:Thane, 
401 506, Tarapur, 
Maharashtra, 
India",Omar Taha,Yes,Missing/wrong Data,FALSE,,TRUE,6,1,0,62.5,51,54,54,53.25,,Missing adequacy,28.06.2024,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Kromat Ltd. - FEPtest LabServices,recVndu5M8yDwhcFE,GMP_LABORATORY,13/06/2024,,13/06/2024,Applicable parts of EU GMP (including annexes),"Bakony street 4, 
8000, Székesfehérvár, 
Hungary",Ania Jaworska,Yes,70.85,TRUE,,FALSE,0,1,0,85.0,59,67,1,38.60,Good,85,01.07.2024,05.08.2024,21,76.51,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
HONOUR LAB LIMITED UNIT V,recPzIiEbMoGVL4A4,GMP_API,13/06/2024,,13/06/2024,EU GMP Part II/ICH Q7,"Gundlamachanoor Village, Hathnoora,, 
502296, Sangareddy Dist. Telangana, 
India",Nicolina Guasch,Yes,61.73,TRUE,,FALSE,6,0,0,73.5,59,47,60,55.20,Acceptable,55,02.07.2024,06.08.2024,21,49.50,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
SanaClis US LLC,recrdZRGUW0TuKd4v,"GMP_FDF, GDP_DISTRIBUTION",13/06/2024,,13/06/2024,EC Guidelines of 5 November 2013 on Good Distribution Practices of medicinal products for human use (2013/C 343/01),"2226 Goodyear Ave, 
CA 93003, Ventura, 
United States",Ania Jaworska,Yes,83.09,TRUE,10/09/2024,FALSE,1,0,0,95.0,67,51,67,61.40,Good,85,05.07.2024,23.07.2024,4,83.31,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
JSC Olainfarm ,recdnCe5pByqndUrN,GMP_STARTING_MATERIALS,13/06/2024,,13/06/2024,APIC Guide for Auditing Registered Starting Material Manufacturers (2018),"Rupnicu Street 5, 
LV-2114, Olaine, 
Latvia",Ania Jaworska,Yes,76.25,TRUE,,FALSE,1,1,0,80.8,59,54,60,57.65,Good,85,25.06.2024,29.06.2024,0,85.00,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Danisco France SAS,recFBIxgjsSmcCtFl,GMP_EXCIPIENTS,07/04/2022,,07/04/2022,"ISO 9001: 2015 - Quality management systems.
ISO 22000:2018 - Food Safety management system","Route de Limoges
79500, Melle
France",Gonzalo Regal,Yes,68.93,TRUE,,FALSE,4,0,0,81.5,67,67,67,67.00,Good,85,29.06.2022,20.10.2022,99,51.75,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
EverZinc Nederland B.V.,recSC81N1t4gjp8M4,GMP_API,24/05/2022,,24/05/2022,EUGMP Part II / ICH Q7,"Muggenweg 2,
6245 AB Eijsden 
Netherlands",Victoria,Yes,87.75,TRUE,,FALSE,0,0,0,100.0,59,67,67,65.00,No CAPA needed,No CAPA needed,29.06.2022,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Brenntag GmbH,reccx6y4PEw8h8nqm,GDP_DISTRIBUTION,25/01/2022,,25/01/2022,,"Messeallee 11, 
45131, Essen, 
Germany",Laura Lopez,Yes,57.17,TRUE,,FALSE,9,2,0,45.5,34,56,67,54.90,Good,85,11.02.2022,18.03.2022,21,76.51,TRUE,TRUE,TRUE,Bronze,TRUE,FALSE
Gerresheimer Vaerloese A/S,recRk6wi7zQjdwsjL,GMP_PACKAGING,02/11/2021,,02/11/2021,,"Walgerholm 2-8, 
3500, Vaerloese, 
Denmark",Anne Germer,Yes,72.44,TRUE,,FALSE,4,1,0,69.2,67,56,67,63.15,Good,85,01.03.2022,04.03.2022,0,85.00,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Intas Pharmaceuticals Limited - Plot 457/458,recAhejRyGMjpD4Wr,GMP_FDF,17/06/2024,,17/06/2024,"EudraLex Vol. 4, with focus on EU GMP Part I and the applicable annexes","Plot No. 457/458, Matoda, Survey No.191/218P, Chacharwadi, Sarkhej-Bavla Highway, Taluka Sanand, Matoda Village, 
382210, Ahmedabad, 
Gujarat, 
India",Victoria,Yes,60.54,TRUE,10/09/2024,FALSE,2,2,0,65.2,67,67,60,64.20,Acceptable,55,03.07.2024,03.08.2024,17,50.51,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
"Guangzhou Hanfang Pharmaceutical Co., Ltd.",recB2IYao0uWIt3l6,GMP_API,17/06/2024,,17/06/2024,EUGMP Part II / ICH Q7,"N° 8 Wenguan Avenue, 
Conghua, Guangzhou, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,3,7,0,27.5,42,47,34,40.55,Acceptable,55,27.06.2024,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Gerresheimer Essen GmbH,recBe70iLqyh1xvuA,GMP_PACKAGING,18/06/2024,,18/06/2024,"ISO 15378:2017 Primary packaging materials for medicinal products — Particular requirements for the application of ISO 9001:2015, with reference to good manufacturing practice (GMP)","Ruhrau 50, 
45279, Essen, 
Germany",Anne Germer,Yes,69.98,TRUE,10/09/2024,FALSE,3,1,0,72.9,67,56,67,63.15,Good,85,04.07.2024,22.08.2024,35,71.32,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
Balkanpharma-Troyan AD,recdPyN0dEu1gLeBA,GMP_FDF,18/06/2024,19/06/2024,18/06/2024 - 19/06/2024,"EudraLex Vol. 4, with focus on EU GMP Part I and the applicable annexes","1, Krayrechna Str, 
5600, Troyan, 
Bulgaria",Gonzalo Regal,Yes,79.46,TRUE,10/09/2024,FALSE,2,0,0,90.3,59,67,60,62.20,Good,85,11.07.2024,12.08.2024,18,77.67,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Moeller Pharma GmbH & Co. KG,recUCbaj3devqsoYg,GMP_API,18/06/2024,,18/06/2024,EU GMP Part II / ICH Q7,"Lise-Meitner Str. 2, 
45659, Recklinghausen, 
Germany",Anne Germer,No,66.40,TRUE,17/10/2024,FALSE,4,2,0,58.8,58.75,53.8,60.4,57.68,Good,85,02.07.2024,15.07.2024,0,85.00,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
Evonik Antwerpen N.V.,rec4sHq5B86PT2cCa,GMP_EXCIPIENTS,18/06/2024,,18/06/2024,2022 IPEC – PQG Good Manufacturing Practices Guide for pharmaceutical excipients,"Tijsmanstunnel West, 
B-2040, Antwerpen, 
Belgium",Victoria,Yes,72.84,TRUE,10/09/2024,FALSE,3,1,0,72.9,67,67,67,67.00,Good,85,08.07.2024,09.08.2024,18,77.67,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Intas Pharmaceuticals Limited - Plot No. 191/218P,recrByFwSe0XFJjwK,GMP_API,18/06/2024,,18/06/2024,EUGMP Part II / ICH Q7,"Plot No. 191/218P Sarkhej Bavla Highway, Matoda Village, Sanand, Taluka, Ahmedabad, Gujarat 382210, Indien, 
382210, Ahmedabad, Gujarat, 
India",Victoria,Yes,61.83,TRUE,,FALSE,5,1,0,65.8,67,60,67,64.55,Acceptable,55,04.07.2024,23.07.2024,5,53.64,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
"Nippon Chemiphar Co, Ltd.",recGHqn7F5C7xRa7b,GVP_COVIGILANCE,18/06/2024,,18/06/2024,"Guideline on Good Pharmacovigilance Practices (GVP), Japanese Good Vigilance Practice (JGVP)","2-2-3, Iwamoto-Cho, 
1010032, Chiyoda-ku, Tokyo, 
Japan",Chieh Huang,Yes,61.19,TRUE,,FALSE,3,0,0,85.7,67,,1,26.38,Acceptable,55,02.07.2024,22.07.2024,6,53.37,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
Opella Healthcare Group SAS,recmgFllRlWXiJv0K,GVP_COVIGILANCE,18/06/2024,,18/06/2024,Guideline on Good Pharmacovigilance Practices (GVP),"157 boulevard Charles de Gaulle, 
92200, Neuilly Sur Seine, 
France",,Yes,71.27,TRUE,,FALSE,0,0,0,100.0,45,,1,17.92,No CAPA needed,No CAPA needed,27.06.2024,26.07.2024,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Nucro-Technics,recvwD9h9owED5VQ5,GMP_LABORATORY,18/06/2024,,18/06/2024,Applicable parts of EU GMP (including annexes),"2000 Ellesmere Road, Unit #16, 
M1H 2W4, Scarborough, 
Ontario, 
Canada",Victoria Holmberg,Yes,69.26,TRUE,,FALSE,2,0,0,90.3,59,67,34,51.80,Acceptable,55,09.07.2024,02.08.2024,10,52.31,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
"CMF TECHNOLOGY(SHENZHEN) Co., LTD",rec4VqFiPqU62knqk,ISO_9001,18/06/2024,,18/06/2024,"ISO 9001: 2015 - Quality management systems, as applicable to the manufacturing of wipes","Zhonghaixin Industrial Park. Shenbao Road. Lilang Buji Town, 
Shenzhen, 
China",Chieh Huang,Yes,44.27,TRUE,,FALSE,3,5,0,38.0,42,59,60,55.15,Acceptable,55,02.07.2024,27.08.2024,42,44.56,TRUE,TRUE,TRUE,no award,FALSE,FALSE
AllessaProduktion GmbH,recliNvaN7Tbc9xtR,GMP_API,19/06/2024,,19/06/2024,"EUGMP Part II / ICH Q7, 21CFR Part 210 and 211","Alt-Fechenheim 34, 
60386, Frankfurt am Main, 
Germany",Nicolina Guasch,Yes,89.27,TRUE,17/10/2024,FALSE,1,0,0,95.0,67,67,73.6,69.64,Excellent,100,10.07.2024,30.07.2024,6,97.04,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Svizera Labs Pvt. Ltd.,recA1BGC30jYbmDcG,GMP_FDF,19/06/2024,20/06/2024,19/06/2024 - 20/06/2024,"EudraLex Vol. 4, with focus on EU GMP Part I and the applicable annexes","Plot No. D 16/5 - 6, 
400703, Navi Mumbai, 
TTC Industrial Area, Turbhe, 
India",Ania Jaworska,Yes,39.95,TRUE,,FALSE,3,4,0,44.8,34,34,41,36.80,Acceptable,55,15.07.2024,25.10.2024,88,35.38,TRUE,TRUE,TRUE,no award,FALSE,FALSE
Desiccare Mexico S. de R.L.,recXNW0Id4SsjlDXG,GMP_PACKAGING,19/06/2024,,19/06/2024,"ISO 9001:2015 - Quality management systems, as applicable to the manufacturing of silica gel and carbon bags","Ave. del Águila Azteca #19190 Mod A-B, 
22215, Tijuana Baja California, 
Parque Industrial Baja Maquiladora El Águila, 
Mexico",Gonzalo Regal,Yes,58.43,TRUE,25/09/2024,FALSE,5,1,0,65.8,67,67,60,64.20,Acceptable,55,15.07.2024,18.09.2024,51,42.59,TRUE,TRUE,TRUE,Bronze,TRUE,FALSE
Colorite Europe Ltd.,recAobTeby8VcQcRY,ISO_9001,19/06/2024,,19/06/2024,"ISO 9001:2015 - Quality management systems, as applicable to the manufacturing of PVC and TPE medical grade compounds","6 Springbank Road 
BT170QL Belfast, Northern Ireland
UK
",Ania Jaworska,Yes,61.87,TRUE,10/09/2024,FALSE,0,2,0,72.3,59,67,54,59.80,Acceptable,55,09.07.2024,19.08.2024,27,48.04,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
Clinical Research Education & Services Srl (CRES),recQrgHt4XiteQldw,GCP_CLINICAL,19/06/2024,,19/06/2024,ICH Guideline for Good Clinical Practice E6(R2),"Via Pinerolo, 2, 
182, Rome, 
Rome, 
Italy",Omar Taha,Yes,64.41,TRUE,15/11/2024,FALSE,3,1,0,72.9,67,56,58.75,59.85,Good,85,15.07.2024,22.10.2024,85,55.51,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
IAF Radioökologie GmbH,recH50exF11aEhwaT,GLP_LABORATORY,19/06/2024,,19/06/2024,ISO/IEC 17025:2017,"Wilhelm-Rönsch-Straße 9
01454 Radeberg
Germany",Nicolina Guasch,Yes,81.40,TRUE,,FALSE,2,0,0,90.3,59,56,67,61.15,Good,85,05.07.2024,10.07.2024,0,85.00,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
HOVON (Stichting Hemato-Oncologie voor Volwassenen Nederland),recqo7Cm0KJDmfH3d,GCP_CLINICAL,19/06/2024,21/06/2024,19/06/2024 - 21/06/2024,ICH Guideline for Good Clinical Practice E6(R2),"p/a Erasmus MC, Ee-2155 Dr. Molewaterplein 40, 
3015 GD, Rotterdam, 
Netherlands",Laura Lopez,Yes,Missing/wrong Data,FALSE,,TRUE,0,1,0,85.0,67,67,67,67.00,Good,85,09.07.2024,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Simec AG,recPWPsIT8pqaPyAv,GMP_LABORATORY,19/06/2024,,19/06/2024,"Applicable parts of EU GMP (including annexes)
FDA guidelines for GMP 21 CFR 210 / 211, 21 CFR 11 and ICH Q7","Gärtnereiweg 4 B, 
4665, Oftringen, 
Aargau, 
Switzerland",Anne Germer,Yes,79.75,TRUE,17/10/2024,FALSE,2,0,0,90.3,67,67,67,67.00,Good,85,28.06.2024,07.08.2024,26,74.61,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
HED GmbH,recVjEyBvLnA6NP2W,GMP_SECONDARY_PACKAGING,20/06/2024,,20/06/2024,"ISO 15378:2017 Primary packaging materials for medicinal products — Particular requirements for the application of ISO 9001:2015, with reference to good manufacturing practice (GMP).","Carl-Zeiss-Str. 10
74321, Bietigheim-Bissingen
Germany",Nicolina Guasch,Yes,74.42,TRUE,,FALSE,2,1,0,76.7,59,67,67,65.00,Good,85,08.07.2024,06.08.2024,15,78.84,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Dishman Carbogen Amcis Ltd,recWF3rxAlApmvhCK,GMP_STARTING_MATERIALS,20/06/2024,,20/06/2024,APIC Guide for Auditing Registered Starting Material Manufacturers (2018),"Plot numbers: 1216/11,12, 1216/20 to 27,
Phase IV, Naroda, GIDC estate, 
Ahmedabad- 382 330, 
India",Gonzalo Regal,Yes,72.81,TRUE,,FALSE,5,0,0,77.4,51,54,47,50.45,Good,85,02.07.2024,17.07.2024,1,84.58,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Berkshire Corporation,recfVVQtrrZNKZpLB,ISO_9001,20/06/2024,,20/06/2024,"ISO 9001:2015 - Quality management systems, as applicable to the manufacturing of the critical environment products","6509 Franz Warner Parkway, 
NC 27377, Whitsett, 
United States",Victoria,Yes,72.80,TRUE,17/10/2024,FALSE,4,0,0,81.5,67,59,54,59.00,Good,85,03.07.2024,21.08.2024,35,71.32,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Ingenus Pharmaceuticals GmbH,recVTFByAK3JHsMv7,STERILE_FDF,20/06/2024,21/06/2024,20/06/2024 - 21/06/2024,"EudraLex Vol. 4, with focus on EU GMP Part I and the applicable annexes
Annex 1 – Manufacture of Sterile Medicinal Products (as updated on 22/Aug/2022) 21 CFR 210 and 211","Via Cadepiano 24 6917 – Barbengo, 
Lugano, 
Switzerland",Nicolina Guasch,Yes,74.47,TRUE,17/10/2024,FALSE,3,1,0,72.9,67,60.4,67,64.69,Good,85,15.07.2024,22.07.2024,0,85.00,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
"Zhongfu Pharmaceutical Co., Ltd.",recqPZWakMzROpkqC,"GMP_API, GMP_STARTING_MATERIALS",21/06/2024,,21/06/2024,EUGMP Part II / ICH Q7,"No. 2709 Yuwang North Street, 
261021, Weifang City, 
Hanting District, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,5,1,0,65.8,67,80,54,66.35,,Missing adequacy,09.07.2024,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Hanmi Fine Chemical Co., Ltd.",recjWrvinkHa4EG7d,GMP_API,24/06/2024,,24/06/2024,EUGMP Part II / ICH Q7,"57 Gyeongje-ro, Siheung-si,
Sihwa Industrial Complex 15093, Gyeonggi-do, 
South Korea",Chieh Huang,Yes,68.41,TRUE,,FALSE,1,1,0,80.8,67,60,67,64.55,Acceptable,55,04.07.2024,25.07.2024,7,53.10,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
Topharman Shandong Co. Ltd.,recflWeL4ntYFvFfG,GMP_API,24/06/2024,,24/06/2024,EU GMP Part II / ICH Q7,"49 Wenshuibe ilu, Xin'an district, 
262123, Anqiu Ci ty, 
Shandong Province, 
China",Chieh Huang,Yes,51.71,TRUE,17/10/2024,FALSE,6,2,0,53.1,50.5,60.4,53.8,55.29,Acceptable,55,05.07.2024,21.08.2024,33,46.61,TRUE,TRUE,TRUE,Bronze,TRUE,FALSE
Sensoplast Packmitteltechnik GmbH,recsYIqn4gzcxLoDI,GMP_PACKAGING,25/06/2024,,25/06/2024,"ISO 15378:2017 Primary packaging materials for medicinal products — Particular requirements for the application of ISO 9001:2015, with reference to good manufacturing practice (GMP).","Auf dem Höhchen 1-5, 
56587, Oberhonnefeld-Gierend, 
Germany",Nicolina Guasch,Yes,43.19,TRUE,25/09/2024,FALSE,7,4,0,36.5,51,67,54,57.80,Acceptable,55,08.07.2024,18.09.2024,58,41.12,TRUE,TRUE,TRUE,no award,FALSE,FALSE
Solvay Opérations France,rechPYJVK7vtDsNbI,GMP_API,25/06/2024,,25/06/2024,EUGMP Part II / ICH Q7,"2 rue Gabriel Peri
54110, Dombasle-sur-Meurthe, 
France
",Gonzalo Regal,Yes,70.29,TRUE,10/09/2024,FALSE,3,1,0,72.9,59,54,67,60.45,Good,85,28.06.2024,07.08.2024,26,74.61,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
