status,monographNumber,englishName,latinName,substance,certificateHolder,cepNumber,cepType,cepStatus,cepIssueDate,cepEndDate,closureDateLastProcedure
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,ZHEJIANG JIANGBEI PHARMACEUTICAL CO.; LTD. Taizhou City CN,R0-CEP 2015-303 - Rev 00,Chemical,Withdrawn by Holder,30/10/2017,06/11/2018,30/10/2017
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,API CORPORATION Chiyoda-ku; Tokyo JP,R0-CEP 2016-287 - Rev 00,Chemical,Withdrawn by Holder,10/01/2019,24/10/2019,10/01/2019
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Process C,LEK PHARMACEUTICALS D.D. Ljubljana SI,R0-CEP 2016-321 - Rev 01,Chemical,Withdrawn by Holder,15/04/2019,05/01/2024,05/01/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,NOSCH LABS PRIVATE LIMITED Hyderabad IN,R0-CEP 2018-227 - Rev 00,Chemical,Valid,11/09/2020,,11/09/2020
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,SHREEGEN PHARMA LIMITED Hyderabad IN,R0-CEP 2018-112 - Rev 00,Chemical,Valid,12/10/2020,,12/10/2020
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,LUPIN LIMITED Mumbai IN,R0-CEP 2019-100 - Rev 00,Chemical,Valid,22/02/2021,,22/02/2021
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,Changzhou Pharmaceutical Factory Jiangsu Province CN,R1-CEP 2015-240 - Rev 00,Chemical,Valid,13/07/2021,,23/06/2023
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,MOREPEN LABORATORIES LIMITED New Delhi IN,R1-CEP 2015-309 - Rev 00,Chemical,Valid,05/01/2022,,25/07/2022
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,ZHEJIANG LEPU PHARMACEUTICAL CO.; LTD Taizhou City CN,R0-CEP 2020-243 - Rev 00,Chemical,Valid,31/03/2022,,31/03/2022
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,CENTRIENT PHARMACEUTICALS NETHERLANDS B.V. Delft NL,R1-CEP 2015-090 - Rev 01,Chemical,Valid,20/04/2022,,21/12/2023
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Process G 2410,TEVA PHARMACEUTICAL INDUSTRIES LTD Tel Aviv - Jaffa IL,R1-CEP 2017-018 - Rev 00,Chemical,Valid,20/05/2022,,20/05/2022
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,RUYUAN HEC PHARM CO.; LTD. Shaoguan CN,R1-CEP 2015-356 - Rev 00,Chemical,Valid,25/10/2022,,09/08/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Panoli site,SUN PHARMACEUTICAL INDUSTRIES LIMITED Mumbai IN,R0-CEP 2019-116 - Rev 03,Chemical,Withdrawn by Holder,10/11/2022,25/11/2024,10/11/2022
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,CTX LIFESCIENCES PVT. LIMITED Surat IN,R0-CEP 2020-412 - Rev 00,Chemical,Valid,28/11/2022,,11/01/2023
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; D518 Process,GLENMARK LIFE SCIENCES LIMITED Mumbai IN,R0-CEP 2021-265 - Rev 01,Chemical,Valid,05/12/2022,,05/12/2022
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,LEE PHARMA LIMITED Hyderabad IN,R0-CEP 2022-204 - Rev 00,Chemical,Valid,14/12/2022,,14/12/2022
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,INNOVARE LABS PRIVATE LIMITED Visakhapatnam IN,R0-CEP 2021-165 - Rev 00,Chemical,Valid,12/01/2023,,13/01/2023
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,ZHEJIANG JIANGBEI PHARMACEUTICAL CO.; LTD. Taizhou City CN,R0-CEP 2020-346 - Rev 00,Chemical,Valid,20/01/2023,,17/11/2023
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,HETERO DRUGS LIMITED Hyderabad IN,R1-CEP 2016-097 - Rev 01,Chemical,Valid,08/02/2023,,08/02/2023
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Process III,GLENMARK LIFE SCIENCES LIMITED Mumbai IN,R0-CEP 2022-377 - Rev 00,Chemical,Valid,21/02/2023,,21/02/2023
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,GLENMARK LIFE SCIENCES LIMITED Mumbai IN,R1-CEP 2016-175 - Rev 00,Chemical,Valid,26/04/2023,,26/04/2023
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Site 2,ZHEJIANG JIANGBEI NANHAI PHARMACEUTICAL CO.; LTD Linhai City CN,R0-CEP 2023-066 - Rev 00,Chemical,Valid,28/04/2023,,28/04/2023
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; RS01,CTX LIFESCIENCES PVT. LIMITED Surat IN,R0-CEP 2023-060 - Rev 00,Chemical,Valid,22/05/2023,,22/05/2023
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Process 2,MOREPEN LABORATORIES LIMITED New Delhi IN,R1-CEP 2017-153 - Rev 00,Chemical,Valid,22/06/2023,,22/06/2023
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Micronised,MANKIND PHARMA LIMITED New Delhi IN,R0-CEP 2022-060 - Rev 00,Chemical,Valid,26/06/2023,,26/06/2023
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Process II,NINGBO MENOVO PHARMACEUTICAL CO.; LTD. Ningbo Hi-Tech District CN,CEP 2023-095 - Rev 01,Chemical,Valid,17/11/2023,,25/06/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2014-284 - Rev 02,Chemical,Valid,04/01/2024,,04/01/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,SHAOXING JINGXIN PHARMACEUTICAL CO.; LTD. Shangyu CN,CEP 2019-309 - Rev 02,Chemical,Valid,26/01/2024,,14/03/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Route Code: RSF,Changzhou Pharmaceutical Factory Changzhou CN,CEP 2020-430 - Rev 02,Chemical,Valid,01/03/2024,,01/03/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,MACLEODS PHARMACEUTICALS LIMITED Mumbai IN,CEP 2017-156 - Rev 01,Chemical,Valid,13/03/2024,,13/03/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,MSN LIFE SCIENCES PRIVATE LIMITED Bhiknoor Village IN,CEP 2020-057 - Rev 01,Chemical,Valid,20/03/2024,,20/03/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Amorphous,SUN PHARMACEUTICAL INDUSTRIES LIMITED Mumbai IN,CEP 2017-069 - Rev 04,Chemical,Valid,28/03/2024,,28/03/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,CHROMO LABORATORIES INDIA PRIVATE LIMITED Pashamylaram IN,CEP 2022-009 - Rev 01,Chemical,Valid,14/05/2024,,14/05/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Process II,MELODY HEALTHCARE PVT. LTD. Mumbai IN,CEP 2023-145 - Rev 00,Chemical,Valid,03/07/2024,,03/07/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; 1518,MACLEODS PHARMACEUTICALS LIMITED Mumbai IN,CEP 2023-356 - Rev 00,Chemical,Valid,10/07/2024,,10/07/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,LEWENS LABS PRIVATE LIMITED Dahej IN,CEP 2022-473 - Rev 00,Chemical,Valid,24/07/2024,,24/07/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,BIOCON LIMITED Bengaluru IN,CEP 2015-040 - Rev 01,Chemical,Valid,09/08/2024,,09/08/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,AMOLI ORGANICS PRIVATE LIMITED Mumbai IN,CEP 2018-108 - Rev 05,Chemical,Valid,26/09/2024,,26/09/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,"Rosuvastatin calcium; Route code ""QV""; Amorphous form",MSN LABORATORIES PRIVATE LIMITED Rudraram Village IN,CEP 2021-454 - Rev 01,Chemical,Valid,02/10/2024,,03/10/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,CADCHEM LABORATORIES LIMITED Chandigarh IN,CEP 2023-153 - Rev 00,Chemical,Valid,04/10/2024,,07/10/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Process I (Amorphous),BIOCON LIMITED Bengaluru IN,CEP 2015-114 - Rev 03,Chemical,Valid,21/10/2024,,21/10/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,NINGBO MENOVO PHARMACEUTICAL CO.; LTD. Ningbo CN,CEP 2019-012 - Rev 04,Chemical,Valid,25/10/2024,,25/10/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Process III,SHAOXING JINGXIN PHARMACEUTICAL CO.; LTD. Shangyu CN,CEP 2024-427 - Rev 00,Chemical,Valid,29/10/2024,,29/10/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Milled,KRKA; d.d.; Novo mesto Novo mesto SI,CEP 2018-077 - Rev 03,Chemical,Valid,04/11/2024,,04/11/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Process 3,MOREPEN LABORATORIES LIMITED Baddi IN,CEP 2022-385 - Rev 00,Chemical,Valid,13/11/2024,,13/11/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Process II,SHAOXING JINGXIN PHARMACEUTICAL CO.; LTD. Shangyu CN,CEP 2024-338 - Rev 00,Chemical,Valid,19/11/2024,,19/11/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,MELODY HEALTHCARE PVT. LTD. Mumbai IN,CEP 2015-197 - Rev 01,Chemical,Valid,09/12/2024,,09/12/2024
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Process IV,GLENMARK LIFE SCIENCES LIMITED Mumbai IN,CEP 2024-290 - Rev 00,Chemical,Valid,17/01/2025,,17/01/2025
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Process-III; Amorphous,BIOCON LIMITED Bengaluru IN,CEP 2024-354 - Rev 00,Chemical,Valid,24/01/2025,,24/01/2025
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; ZH code,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2024-407 - Rev 00,Chemical,Valid,11/02/2025,,11/02/2025
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; AM code,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2024-400 - Rev 01,Chemical,Valid,12/02/2025,,12/02/2025
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Amorphous Form; Micronised and Non-micronised,MSN LABORATORIES PRIVATE LIMITED Rudraram Village IN,CEP 2015-188 - Rev 03,Chemical,Valid,19/02/2025,,19/02/2025
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,"Rosuvastatin calcium; Route code ""RT""; Amorphous Form; Micronised and Non-micronised",MSN LABORATORIES PRIVATE LIMITED Rudraram Village IN,CEP 2015-274 - Rev 01,Chemical,Valid,25/02/2025,,25/02/2025
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium; Process 4,MOREPEN LABORATORIES LIMITED Baddi IN,CEP 2025-007 - Rev 00,Chemical,Valid,05/03/2025,,05/03/2025
Deleted from the work programme,2632,Cydonia oblonga for homoeopathic preparations,Cydonia oblonga ad praeparationes homoeopathicas,,,,,,,,
Elaboration,2633,Virgate wormwood herb,Artemisiae scopariae herba,,,,,,,,
In Use,2634,Szechwan lovage rhizome,Ligustici chuanxiong rhizoma,,,,,,,,
In Use,2636,Phenoxymethylpenicillin (benzathine) tetrahydrate,Benzathini phenoxymethylpenicillinum tetrahydricum,Phenoxymethylpenicillin (benzathine) tetrahydrate,SANDOZ GMBH Kundl AT,R0-CEP 2020-212 - Rev 00,Chemical,Valid,02/12/2021,,02/12/2021
In use,2637,Pemetrexed disodium heptahydrate,Pemetrexedum dinatricum heptahydricum,Pemetrexed disodium heptahydrate,BDR LIFESCIENCES PRIVATE LIMITED Luna Village IN,R0-CEP 2019-334 - Rev 00,Chemical,Valid,04/02/2022,,17/07/2023
In use,2637,Pemetrexed disodium heptahydrate,Pemetrexedum dinatricum heptahydricum,Pemetrexed disodium heptahydrate,SHANDONG BOYUAN PHARMACEUTICAL CO.; LTD. Jinan City CN,R1-CEP 2015-217 - Rev 00,Chemical,Valid,23/02/2022,,17/07/2023
In use,2637,Pemetrexed disodium heptahydrate,Pemetrexedum dinatricum heptahydricum,Pemetrexed disodium heptahydrate,JIANGSU HANSOH PHARMACEUTICAL GROUP CO.; LTD. Lianyungang City CN,R0-CEP 2022-265 - Rev 00,Chemical,Valid,19/06/2023,,02/10/2024
In use,2637,Pemetrexed disodium heptahydrate,Pemetrexedum dinatricum heptahydricum,Pemetrexed disodium heptahydrate,DR. REDDY'S LABORATORIES LIMITED Hyderabad IN,CEP 2014-235 - Rev 01,Chemical,Valid,07/09/2023,,07/09/2023
In use,2637,Pemetrexed disodium heptahydrate,Pemetrexedum dinatricum heptahydricum,Pemetrexed disodium heptahydrate; Alternate process,DR. REDDY'S LABORATORIES LIMITED Hyderabad IN,CEP 2023-099 - Rev 00,Chemical,Valid,09/11/2023,,09/11/2023
In use,2637,Pemetrexed disodium heptahydrate,Pemetrexedum dinatricum heptahydricum,Pemetrexed disodium heptahydrate,MAC CHEM PRODUCTS (INDIA) PVT. LTD. Mumbai IN,CEP 2015-141 - Rev 01,Chemical,Valid,30/04/2024,,30/04/2024
In use,2637,Pemetrexed disodium heptahydrate,Pemetrexedum dinatricum heptahydricum,Pemetrexed disodium heptahydrate,RAVI BIOLIFE PRIVATE LTD. Mumbai IN,CEP 2023-002 - Rev 00,Chemical,Valid,04/07/2024,,04/07/2024
In use,2637,Pemetrexed disodium heptahydrate,Pemetrexedum dinatricum heptahydricum,Pemetrexed disodium heptahydrate,WUHAN CALMLAND PHARMACEUTICALS CO.; LTD. Wuhan CN,CEP 2017-067 - Rev 02,Chemical,Valid,10/07/2024,,16/01/2025
In use,2637,Pemetrexed disodium heptahydrate,Pemetrexedum dinatricum heptahydricum,Pemetrexed disodium heptahydrate,CDYMAX (INDIA) PHARMA PRIVATE LIMITED Bangalore IN,CEP 2023-043 - Rev 00,Chemical,Valid,30/08/2024,,30/08/2024
In use,2637,Pemetrexed disodium heptahydrate,Pemetrexedum dinatricum heptahydricum,Pemetrexed disodium heptahydrate,MSN LABORATORIES PRIVATE LIMITED Kardanur Village IN,CEP 2020-336 - Rev 02,Chemical,Valid,25/09/2024,,25/09/2024
In use,2637,Pemetrexed disodium heptahydrate,Pemetrexedum dinatricum heptahydricum,Pemetrexed disodium heptahydrate,SCINOPHARM TAIWAN; LTD. Shan-Hua TW,CEP 2019-285 - Rev 01,Chemical,Valid,29/10/2024,,29/10/2024
In use,2637,Pemetrexed disodium heptahydrate,Pemetrexedum dinatricum heptahydricum,Pemetrexed disodium heptahydrate,SUZHOU LIXIN PHARMACEUTICAL CO.; LTD. Suzhou CN,CEP 2020-398 - Rev 01,Chemical,Valid,29/01/2025,,29/01/2025
In use,2637,Pemetrexed disodium heptahydrate,Pemetrexedum dinatricum heptahydricum,Pemetrexed disodium heptahydrate,SHIVALIK RASAYAN LIMITED Bharuch IN,CEP 2023-301 - Rev 00,Chemical,Valid,11/02/2025,,11/02/2025
In use,2638,Veterinary semi-solid preparations for oral use,Praeparationes molles veterinariae peroraliae,,,,,,,,
In use,2639,Sophora flower,Sophorae japonicae flos,,,,,,,,
Suppressed from the Ph. Eur.,264,Colloidal gold (198Au) injection,Auri (198Au) colloidalis solutio iniectabilis,,,,,,,,
In use,2640,Atomoxetine hydrochloride,Atomoxetini hydrochloridum,Atomoxetine hydrochloride,ZYDUS LIFESCIENCES LIMITED Vadodara IN,R0-CEP 2019-236 - Rev 01,Chemical,Valid,11/07/2022,,11/07/2022
In use,2640,Atomoxetine hydrochloride,Atomoxetini hydrochloridum,Atomoxetine hydrochloride,HETERO LABS LIMITED Hyderabad IN,R1-CEP 2015-128 - Rev 01,Chemical,Valid,29/08/2022,,29/08/2022
In use,2640,Atomoxetine hydrochloride,Atomoxetini hydrochloridum,Atomoxetine hydrochloride,MSN ORGANICS PRIVATE LIMITED Bibinagar Village IN,R1-CEP 2016-025 - Rev 00,Chemical,Valid,15/09/2022,,15/09/2022
In use,2640,Atomoxetine hydrochloride,Atomoxetini hydrochloridum,Atomoxetine hydrochloride,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2014-241 - Rev 01,Chemical,Valid,17/01/2024,,17/01/2024
In use,2640,Atomoxetine hydrochloride,Atomoxetini hydrochloridum,Atomoxetine hydrochloride,MACLEODS PHARMACEUTICALS LIMITED Mumbai IN,CEP 2017-073 - Rev 02,Chemical,Valid,11/04/2024,,11/04/2024
In use,2640,Atomoxetine hydrochloride,Atomoxetini hydrochloridum,Atomoxetine hydrochloride,COHANCE LIFESCIENCES LIMITED Mumbai IN,CEP 2015-150 - Rev 01,Chemical,Valid,09/07/2024,,27/03/2025
In use,2640,Atomoxetine hydrochloride,Atomoxetini hydrochloridum,Atomoxetine hydrochloride; Process 2,COHANCE LIFESCIENCES LIMITED Mumbai IN,CEP 2019-212 - Rev 02,Chemical,Valid,10/07/2024,,10/07/2024
In use,2640,Atomoxetine hydrochloride,Atomoxetini hydrochloridum,Atomoxetine hydrochloride,SCI PHARMTECH; INC. Taoyuan City TW,CEP 2017-029 - Rev 04,Chemical,Valid,12/12/2024,,12/12/2024
In use,2640,Atomoxetine hydrochloride,Atomoxetini hydrochloridum,Atomoxetine hydrochloride,TIANISH LABORATORIES PRIVATE LIMITED Hyderabad IN,CEP 2013-271 - Rev 03,Chemical,Valid,05/02/2025,,05/02/2025
In use,2640,Atomoxetine hydrochloride,Atomoxetini hydrochloridum,Atomoxetine hydrochloride; Form-A; Process II,HETERO LABS LIMITED Hyderabad IN,CEP 2020-091 - Rev 02,Chemical,Valid,28/03/2025,,28/03/2025
In use,2641,Dutasteride,Dutasteridum,Dutasteride,CIPLA LIMITED Mumbai IN,R0-CEP 2015-050 - Rev 00,Chemical,Withdrawn by Holder,15/06/2017,01/03/2022,15/06/2017
In use,2641,Dutasteride,Dutasteridum,"Dutasteride; Route ""DJ""",MSN LABORATORIES PRIVATE LIMITED Rudraram Village IN,R1-CEP 2015-252 - Rev 00,Chemical,Withdrawn by Holder,15/01/2021,08/09/2023,15/01/2021
In use,2641,Dutasteride,Dutasteridum,Dutasteride,HETERO LABS LIMITED Hyderabad IN,R1-CEP 2016-126 - Rev 00,Chemical,Valid,26/07/2022,,26/07/2022
In use,2641,Dutasteride,Dutasteridum,Dutasteride,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2014-306 - Rev 01,Chemical,Valid,16/11/2023,,16/11/2023
In use,2641,Dutasteride,Dutasteridum,Dutasteride; Form I,STERLING CHEMICAL MALTA LTD. Birzebbugia MT,CEP 2015-258 - Rev 01,Chemical,Valid,06/02/2024,,06/02/2024
In use,2641,Dutasteride,Dutasteridum,Dutasteride; Non-micronised and micronised,Hubei Gedian Humanwell Pharmaceutical Co.; Ltd. Ezhou City CN,CEP 2020-298 - Rev 02,Chemical,Valid,13/12/2024,,13/12/2024
In use,2641,Dutasteride,Dutasteridum,Dutasteride; Crystalline Form-I; Micronised and Non-micronised,MSN LABORATORIES PRIVATE LIMITED Rudraram Village IN,CEP 2014-019 - Rev 01,Chemical,Valid,16/12/2024,,16/12/2024
In use,2641,Dutasteride,Dutasteridum,Dutasteride,SHAKTI LIFESCIENCE PRIVATE LIMITED Mumbai IN,CEP 2022-172 - Rev 00,Chemical,Valid,17/02/2025,,17/02/2025
In use,2641,Dutasteride,Dutasteridum,Dutasteride,SWATI SPENTOSE PRIVATE LIMITED Mumbai IN,CEP 2022-503 - Rev 00,Chemical,Valid,18/03/2025,,18/03/2025
Elaboration,2642,Naratriptan hydrochloride,Naratriptani hydrochloridum,,,,,,,,
Deleted from the work programme,2643,Nelarabine,Nelarabinum,,,,,,,,
In Use,2644,Remifentanil hydrochloride,Remifentanili hydrochloridum,Remifentanil hydrochloride,MINAKEM Dunkerque FR,R0-CEP 2020-323 - Rev 00,Chemical,Valid,14/03/2022,,14/03/2022
In Use,2644,Remifentanil hydrochloride,Remifentanili hydrochloridum,Remifentanil hydrochloride,Kern Pharma; S.L. Terrassa ES,R1-CEP 2017-065 - Rev 00,Chemical,Valid,20/01/2023,,20/01/2023
In Use,2644,Remifentanil hydrochloride,Remifentanili hydrochloridum,Remifentanil hydrochloride,YICHANG HUMANWELL PHARMACEUTICAL CO.; LTD. Yichang CN,CEP 2018-193 - Rev 01,Chemical,Valid,30/10/2023,,19/08/2024
In Use,2644,Remifentanil hydrochloride,Remifentanili hydrochloridum,Remifentanil hydrochloride,AREVIPHARMA GMBH Radebeul DE,CEP 2018-070 - Rev 01,Chemical,Valid,19/02/2024,,20/02/2024
In Use,2644,Remifentanil hydrochloride,Remifentanili hydrochloridum,Remifentanil hydrochloride,HAMELN RDS S.R.O. Modra SK,CEP 2018-125 - Rev 04,Chemical,Valid,20/03/2024,,20/03/2024
In Use,2644,Remifentanil hydrochloride,Remifentanili hydrochloridum,Remifentanil hydrochloride,Fine Chemicals Corporation (Pty) Ltd. Goodwood ZA,CEP 2018-240 - Rev 03,Chemical,Valid,28/06/2024,,28/06/2024
In Use,2644,Remifentanil hydrochloride,Remifentanili hydrochloridum,Remifentanil hydrochloride,MACFARLAN SMITH LIMITED Edinburgh GB,CEP 2018-137 - Rev 01,Chemical,Valid,06/08/2024,,06/08/2024
In Use,2644,Remifentanil hydrochloride,Remifentanili hydrochloridum,Remifentanil hydrochloride,CILAG AG Schaffhausen CH,CEP 2018-296 - Rev 02,Chemical,Valid,10/02/2025,,10/02/2025
In use,2645,Starch; hydroxypropyl; pregelatinised,Amylum hydroxypropylum pregelificatum,,,,,,,,
In Use,2646,Terlipressin,Terlipressinum,Terlipressin,PolyPeptide Laboratories (Sweden) AB Limhamn SE,R0-CEP 2019-316 - Rev 00,Chemical,Valid,21/05/2021,,09/11/2021
In Use,2646,Terlipressin,Terlipressinum,Terlipressin,HYBIO PHARMACEUTICAL CO.; LTD. Shenzhen CN,R0-CEP 2020-319 - Rev 00,Chemical,Valid,28/10/2021,,28/11/2024
In Use,2646,Terlipressin,Terlipressinum,Terlipressin,CHINESE PEPTIDE COMPANY Hangzhou CN,R0-CEP 2020-111 - Rev 00,Chemical,Valid,23/05/2022,,05/04/2024
In Use,2646,Terlipressin,Terlipressinum,Terlipressin,PIRAMAL PHARMA LIMITED Mumbai IN,R0-CEP 2021-470 - Rev 00,Chemical,Valid,06/12/2022,,13/03/2025
In use,2649,Ziprasidone mesilate trihydrate,Ziprasidoni mesilas trihydricus,Ziprasidone mesilate trihydrate; Crystalline Form,MSN LIFE SCIENCES PRIVATE LIMITED Chandampet Village IN,CEP 2021-440 - Rev 00,Chemical,Valid,13/03/2024,,13/03/2024
In use,2649,Ziprasidone mesilate trihydrate,Ziprasidoni mesilas trihydricus,Ziprasidone mesilate trihydrate,CHROMO LABORATORIES INDIA PRIVATE LIMITED Pashamylaram IN,CEP 2022-452 - Rev 00,Chemical,Valid,16/08/2024,,16/08/2024
In use,265,Chloral hydrate,Chlorali hydras,,,,,,,,
In use,2650,Alimemazine hemitartrate,Alimemazini hemitartras,Alimemazine hemitartrate,PCAS Ecully FR,R1-CEP 2015-165 - Rev 00,Chemical,Valid,08/06/2021,,17/07/2024
In use,2650,Alimemazine hemitartrate,Alimemazini hemitartras,Alimemazine hemitartrate,R L FINE CHEM PVT. LTD. Bengaluru IN,CEP 2022-401 - Rev 00,Chemical,Valid,17/10/2024,,17/10/2024
Deleted from the work programme,2651,Sage (salviae officinalis) for homoeopathic preparations,Salviae officinalis ad praeparationes homoeopathicas,,,,,,,,
Deleted from the work programme,2652,Oleander for homoeopathic preparations,Nerium oleander ad praeparationes homoeopathicas,,,,,,,,
Deleted from the work programme,2653,Meadowsweet for homoeopathic preparations,Filipendula ulmaria ad praeparationes homoeopathicas,,,,,,,,
Deleted from the work programme,2654,Pinellia rhizome,Pinelliae rhizoma,,,,,,,,
Elaboration,2655,Pinellia rhizome; prepared,Pinelliae rhizoma praeparatum,,,,,,,,
In Use,2656,Zanthoxylum bungeanum pericarp,Zanthoxyli bungeani pericarpium,,,,,,,,
Elaboration,2657,Highly purified wool fat,Adeps lanae valde purificatus,,,,,,,,
Deleted from the work programme,2658,Fresh lespedeza capitata for homoeopathic preparations,,,,,,,,,
Deleted from the work programme,2659,Dried lespedeza capitata for homoeopathic preparations,,,,,,,,,
In use,266,Chromium (51Cr) edetate injection,Chromii (51Cr) edetatis solutio iniectabilis,,,,,,,,
In Use,2660,Platycodon root,Platycodonis radix,,,,,,,,
In Use,2661,Anemarrhena asphodeloides rhizome,Anemarrhenae asphodeloides rhizoma,,,,,,,,
In Use,2662,Notopterygium rhizome and root,Notopterygii rhizoma et radix,,,,,,,,
In use,2663,Salvia miltiorrhiza root and rhizome,Salviae miltiorrhizae radix et rhizoma,,,,,,,,
Deleted from the work programme,2666,Silicone Oil,,,,,,,,,
In Use,2667,Grapevine leaf,Vitis viniferae folium,,,,,,,,
