ceapp_id_supplier,ceapp_id_supplier_site,ceapp_supplier_name,ceapp_supplier_site_name
2031,3149,KA Malle Pharmaceuticals,KA Malle Pharmaceuticals Ltd
344,904,Cebiphar,Cebiphar SAS - Site Toulouse
1729,2780,Bausch Health,Bausch Health Companies Inc.
757,1608,ForDoz Pharma Corp,Fordoz Pharma - Site East Windsor
2403,3585,Steroid,Steroid SpA
189,3761,Evonik,Evonik Corporation - Site Waterford
1000,2082,Shanghai Pharma Group,"Chifeng Arker Pharmaceutical Technology Co., Ltd."
2224,3391,Repsol,"Repsol Química, SA."
664,1513,DSG Biotec,DSG Biotec GmbH Institut für Pharma-Analytik
421,1108,JRS Pharma,JRS Pharma GmbH & Co. KG - Site Rosenberg
384,1007,Fabbrica Italiana Sintetici,F.I.S. Fabbrica Italiana Sintetici SpA - Site Montecchio Maggiore
123,3032,Eurofins,Eurofins Amatsi Analytics SAS - Site Peyruis
393,1031,Fresenius Kabi,Fresenius Kabi Italy Srl
1380,2321,Rettenmaier Natural Fiber Manufacturing,Rettenmaier Natural Fiber Manufacturing (Changzhou) Co. Ltd
877,1742,Filo Lifesciences,Filo Lifesciences Private Limited
420,1102,JM Huber Micropowders,JM Huber Micropowders Inc - Site Quincy
709,1560,ETIMEX Primary Packaging,Etimex Primary Packaging GmbH
533,1342,Tekni-Plex,Tekni-Plex Gallazzi S.r.l.
1922,3043,FM Logistics,FM Logistics Health - Site Castelnau-d'Estrétefonds
1038,1928,UNITAX-Pharmalogistik,UNITAX-Pharmalogistik GmbH
490,1247,Ingredion,Ingredion Incorporated - Site Mapleton
2027,3138,JOMA Packaging,JOMA kunststofftechnik GmbH
633,1476,Al Danah Medical,Al Danah Medical Co W.L.L
220,2877,AXYNTIS,Centipharm SAS - Site Grasse
752,1603,FH Schnelltransporte,FH Schnelltransporte GmbH
1088,1986,Lambiotte & Cie,Lambiotte & Cie SA
1545,2514,Zhejiang Huaha,Zhejiang Huahai Pharmaceutical Co. Ltd. - Site Xunqiao
922,1789,Gobbi Dino,Gobbi Dino SRL
2564,3804,Correos de España,Correos Frio - Site Conde de Peñalver
1943,3186,CFAO Pharma,Continental Pharmaceutique Rouen SAS
253,499,Asahi Kasei Corporation,Asahi Kasei Medical - Site Oita
1564,2540,Zhongfu Pharmaceutical,"Zhongfu Pharmaceutical Co., Ltd."
1939,3011,Dottikon,Dottikon Exclusive Synthesis AG
1821,3673,Arkema Global,Arkema France - La Chambre
251,483,Aarti Drugs Limited,"Aarti Drugs Limited - Plot Nr. W-60(B), 61(B), 62(B), 71(B), 72(B), 73(B)"
294,744,Mylan Laboratories,Mylan Laboratories - Unit 7
1414,2361,Shenzhen Hepalink Pharmaceutical Group,"Shenzhen Hepalink Pharmaceutical Group Co., Ltd."
576,1412,Vynova Group,Vynova Belgique
1342,2279,Kangcare Bioindustry,Kangcare Bioindustry Co. Ltd.
842,1699,BioPharm Distribution,BioPharm Distribution SP
2363,3527,SK Chemicals,SK Chemicals Co. Ltd. Cheongju Plant
54,3692,Cipla,"Cipla Limited - Plot D-7, D-22, D-27 "
2526,3756,Fisiopharma,Fisiopharma SRL
15,36,Apollo Pharma,Apollo Pharma Ltd.
54,126,Cipla,Cipla Bengaluru
1178,2103,Fujian Green Pine,"Fujian Green Pine Co., LTD"
1079,1976,Laboratorio Farmaceutico CT,Laboratorio Farmaceutico CT SRL
274,664,trans-o-flex,trans-o-flex Netzwerk drei GmbH - Site Schwarzenbruck
2015,3122,Interor,Interor SA
845,1702,Biophore India,Biophore India Pharmaceuticals Pvt. Ltd.
1657,2683,TK Logistik,TK Logistik AB
2341,3485,Select Botanical,Select Botanical S.L.
1476,2434,LabelProfi,Labelprofi d.o.o.
404,1065,Hospital Clínic Barcelona,Hospital Clínic Barcelona
477,1218,PCAS,PCAS Finland Oy - Site Turku
240,435,Fersinsa GB,Fersinsa Gb Sa De Cv
2122,3314,Novipack,Novipack SAS
1525,2492,Yixing Kangyi Chemical Factory,Yixing Kangyi Chemical Factory
1531,2498,Zhejiang Anglikang Pharmaceutical,Zhejiang Anglikang Pharmaceutical Co Ltd
350,1277,Recipharm,Recipharm Fontaine S.A.S.
270,644,Xellia Pharmaceuticals,Xellia Pharmaceuticals - Site Budapest
1240,2173,Hellmann Worldwide Logistics,Hellmann Worldwide Logistics Germany GmbH & Co. KG
299,766,Macleods Pharmaceuticals,Macleods Pharmaceuticals Limited - Site Sarigam
10,830,Amcor,Amcor Flexibles Sligo LTD
1614,2567,Mibe,mibe GmbH Arzneimittel
1251,2195,Honour Lab Limited,Honour Lab Limited - Unit 3
2396,3576,STENAU,STENAU Sonderabfalltransporte und Wertstoffaufbereitungs GmbH
152,3714,Sanofi,"Sanofi Aventis de México, S.A. de C.V."
549,1377,Zentiva Group,Zentiva Private India Limited
550,1380,Ypsomed,Ypsomed AG - Site Burgdorf
2273,3445,Salzman International,"Salzman International, Inc."
1451,2404,Kintetsu World Express,"Kintetsu World Express, Inc"
412,1077,Inovat Indústria Farmacêutica,Inovat Indústria Farmacêutica LTDA
1147,2064,Polynt Group,Polynt SPA
163,316,Remedica,Remedica Ltd
2331,3603,Technodrugs & Intermediates,Technodrugs & Intermediates Pvt Ltd
169,3452,Sandoz,Sandoz GmbH - Site Langkampfen
2530,3764,Ven Petrochem & Pharma,Ven Petrochem & Pharma Pvt. Ltd.
59,946,Croda International,Croda USA Inc - Site Mill Hall
313,818,Cambrex,"Cambrex Charles City, Inc."
1771,2827,CODAN US Corp,CODAN US Corporation - Planta México
2380,3554,Special Product's Line,Special Products Line S.P.A.
515,1305,Sharp Mint Limited,Sharp Mint Limited India
1926,3048,Fuji Silysia Chemical,Fuji Silysia Chemical S.A
421,3815,JRS Pharma,JRS Pharma US - Site Cedar Rapids 2nd
2247,3415,Rousselot,Rousselot BVBA
293,741,Novartis,Novartis Pharmanalytica SA
496,1263,Tentamus Pharma & Med,Tentamus Pharma & Med Deutschland GmbH - Site Karlsruhe
470,3256,Stevanato Group,Nuova Ompi S.R.L.
325,868,Apex Healthcare,Apex Healthcare LTD. - Site Alathur Plant II
1301,2237,Hunan Yuantong Pharmaceutical,"Hunan Yuantong Pharmaceutical Co., Ltd."
976,1848,Balaji Amines,Balaji Amines Ltd
494,1257,MRP Solutions,"Mold-Rite Plastics, LLC - Site New Jersey"
7,14,ALS Global,ALS Laboratories (Uk) Limited
1363,2301,Zhejiang Nexchem Pharmaceutical,"Zhejiang Nexchem Pharmaceutical Co.,Ltd."
1152,2072,Prasco,Prasco Laboratories LLC
1645,2652,Ospedale S. Bortolo,Ospedale S. Bortolo
269,627,World Courier,World Courier Austin Pty Ltd
365,958,Denk Pharma,Denk Pharma Mauritius
274,665,trans-o-flex,trans-o-flex Netzwerk drei GmbH - Site Seevetal
513,3766,Sensient Pharma,Sensient Technologies Europe GmbH
284,691,Solara Active Pharma Sciences,Solara Active Pharma Sciences Limited - Site Cuddalore
699,1550,EPO,EPO S.r.l
252,488,Aurobindo Pharma Limited,Auro Peptides Limited
2036,3143,Olpha,JSC Olpha
116,1704,Merck,BioReliance Contract Testing Services Ltd.
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet
935,1805,Hanmi Fine Chemical,"Hanmi Fine Chemical Co., Ltd."
441,1137,Laurus Labs,Laurus Labs Limited - Unit 1
116,752,Merck,Merck Biopharma France
294,3261,Mylan Laboratories,Mylan Laboratories Limited - Unit 7
361,914,Corning,Corning Inc - Site Oneonta
2347,3493,Seriplast,Seriplast SAS
2138,3216,Oliver HCP,Oliver Healthcare Packaging (former Tolas Healthcare Packaging)
1063,1955,TSafe Group,TSafe GmbH
463,1188,NextPharma,NextPharma Logistics Austria GmbH
1201,2130,NCPC International Corp,North China Pharmaceutical Group Aino Co Ltd
1454,2407,KL Pharma,KL Pharma SARL
1597,2590,MONIPOL,MONIPOL Polska Sp. z o.o.
2454,3482,Scora,Scora SA
2549,3788,UpValue,UpValue SRL
21,3820,Teva API,Teva Pharmaceutical Industries
1722,2769,Arra Group,Arra Group Sp. z o. o. Sp. k.
720,1571,EVER Pharma,Ever Pharma Jena GmbH
2286,3431,SIPRES,Società Italiana Progetti Ricerche e Sviluppo SRL
419,1100,Ionisos,"Ionisos, SASU - Site Pouzauges"
2109,3253,Nuray Chemicals,Nuray Chemicals Pvt. Ltd.
305,794,Klöckner,Klockner Pentaplast Schweiz AG
407,1068,I.F.F. International Flavors & Fragrances,I.F.F. International Flavors & Fragrances Nederland B.V.
603,1444,Viyash Life Science,Viyash Life Science Pvt. Ltd. - Unit 1
197,1049,Gerresheimer,Gerresheimer  S.A.
931,1800,Halcyon Labs,"Halcyon Labs., Pvt. Ltd."
2303,3463,Sasol Chemicals,Sasol Wax GmbH
944,2444,Grupo Adium,Medicamenta Ecuatoriana S.A.
1608,2577,Milan Laboratories,Milan Laboratories Pvt. Ltd. - Site Maharashtra
1118,2018,Lugaia,Lugaia AG
927,1794,Gramss,Gramß GmbH Kunststoffverarbeitung
26,78,Azelis Group,Azelis Switzerland AG
370,3689,Dow Chemical,Dow Corning Corporation - Midland
2039,3154,Lee Pharma,Lee Pharma Limited
1551,2524,Viva Biotech Shanghai,"Zhejiang LangHua Pharmaceutical Co., Ltd."
111,970,DSM Pharmaceuticals,DSM Nutritional Products Inc. - Site Venlo
1795,2619,Infomed Fluids,Infomed Fluids SRL
1444,2396,Keller Packaging,Keller Packaging Esches
260,536,CCL Label,CCL Clinical Systems Inc.
580,3282,Wockhardt,Pinewood Healthcare Limited
378,989,Essentra Packaging,Essentra Packaging Spain S.A.
1358,2295,Nanjing King-Friend Biochemical Pharmaceutical,"Nanjing King-Friend Biochemical Pharmaceutical Co., Ltd."
698,1549,Envases Metalurgicos de Alava,Envases Metalúrgicos De Álava S A
2436,3632,UBI Pharma,UBI Pharma Inc.
254,500,Faller Packaging,August Faller Artwork Solutions GmbH
1586,2605,Syngene International,Syngene InternationalLtd.
418,1096,IPCA Laboratories,IPCA Laboratories Ltd. - Site Dewas
2126,3255,Nuplas Industries,Nuplas Industries FZCO
2672,3909,Alkaloid Skopje,ALKALOID - Skopje
2674,3913,Laphal Industries,Laphal
279,680,Symed Laboratories,Symed Laboratories Ltd. - Unit IV
861,1718,Bonini,Bonini SRL
683,1534,Elkem,Elkem Silicones Advanced Specialties
314,826,Aptar,Aptar Stelmi SAS
2153,3240,Pharmore,PHARMORE GmbH
1966,3074,GEO Specialty Chemicals,GEO Specialty Chemicals Inc - Site Deerpark
817,1673,BEMU Fluorkunststoffe,Bemu Fluorkunststoffe GmbH
456,1170,Mayr-Melnhof Packaging,MM Packaging USA - Site Greensboro
191,381,Swiss Caps,Swiss Caps GmbH
501,1273,Rakshit Drugs,Rakshit Drugs Pvt. Ltd. - Plot No. 10/B
257,520,Brenntag,Brenntag B.V.
303,781,Lek Pharmaceuticals d.d.,Lek Pharmaceuticals d.d. - Site Menges
197,451,Gerresheimer,Gerresheimer Glass Inc
89,190,DHW Deutsche Hydrierwerke,DHW Ecogreen Oleochemicals GmbH
1165,2087,Chongqing Chunrui Medicine Chemical,"Chongqing Chunrui Medicine ChemicalCo., Ltd."
22,62,Berry Global,"Berry Global, Inc - Site Monroe Township"
252,489,Aurobindo Pharma Limited,Aurobindo Pharma Limited - Unit 12
1972,3077,GEP Štalekar,GEP Stalekar d.o.o.
1610,2574,Microsin,Microsin Romania Srl
2366,3530,SM-K,SM Kunststoffverarbeitung e.K.
2614,3836,BMED İlaç,BMED Pharmaceuticals
418,1097,IPCA Laboratories,IPCA Laboratories Ltd. - Site Aurangabad
10,24,Amcor,Amcor Flexibles Winterbourne Ltd
2463,3552,Sparta System,Sparta System Inc - Site Honeywell
2237,3405,Röchling,Röchling Medical Solutions SE
323,864,Almelo Private,Almelo Private Limited - Unit II
29,81,RPC Bramlage,RPC Bramlage GmbH
491,2400,Kerry Group,Kerry Ingredients UK Limited
695,1546,Emnar Pharma,Emnar Pharma Private Limited
189,1738,Evonik,Evonik Treibacher Austria GmbH
1770,2826,Coast Mountain Cannabis,Coast Mountain Cannabis Inc.
493,1253,Meiji Seika,Meiji Pharma Spain S.A.
399,3279,Givaudan,Naturex Italia SpA
1172,2097,CMF Technology Shenzhen,"CMF Technology(Shenzhen) Co., Ltd"
318,849,Albéa,Albéa Washington
198,1785,Glenmark Life Sciences,Glenmark Life Sciences Limited - Site Ankleshwar
516,1307,Sharp Packaging Services,Sharp Packaging Services LLC - Site Macungie
1010,1893,Vidrio Soplado Manuel Perez,"Vidrio Soplado Manuel Perez, S.A."
273,657,Vasudha Pharma Chem,Vasudha Pharma Chem Ltd. - Unit 3
1201,2131,NCPC International Corp,North China Semisyntech
1900,2982,Perfektup Ambalaj,Perfektüp Packaging Bulgaria OOD
2183,3338,Proge Medica,Proge Medica SRL
520,1313,SMS Pharmaceuticals,SMS Pharmaceuticals Limited - Unit VII
186,409,Unichem Laboratories,Unichem Laboratories Ltd. - Site Pithampur
510,3014,Schulz FlexGroup,Schulz FlexGroup Gmbh - Site Baden-Baden
395,3046,Fuji Pharma,"Fuji Chemical Industries Co., Ltd."
1108,2008,Logis Pharma 360,Logis Pharma 360 S.A.S.
20,46,Ashland,Ashland Specialties Belgium
762,1613,Fratelli Roda,Fratelli Roda SA
703,1554,Erwin Grossmann,Erwin Großmann GmbH & Co KG
21,3302,Teva API,Nicobrand Ltd
156,308,PMC Group,PMC Organometallix
2421,3611,TEK Products & Services,TEK Products & Services Inc.
492,1251,Megafine Pharma,Megafine Pharma - Site Lakhamapur
358,931,Biocair,Biocair UK - Site Sawston
381,995,Euroapi,Euroapi France - Site Saint Aubin Lès Elbeuf
2280,3437,SAJA Pharmaceutical,SAJA Pharmaceutical Egypt - Site Giza
739,1590,FAL Duiven,FAL Duiven Netherlands
2438,3634,Vectura Group,Vectura Ltd - Site Cambridge
42,101,Caesar & Loretz,Caesar & Loretz GmbH - Site Hilden
2561,3801,Ströbel,Ströbel - Site Langenzenn
1574,2629,Tateyama Kasei,"Tateyama Kasei Co., Ltd"
1659,2686,Groupe Tonnellier,Imprimerie Tonnellier
1100,1999,Lipidchem,Lipidchem Sdn Bhd
856,2794,Biplast,Biplast AG
2244,3412,Rosemont Pharmaceuticals,Rosemont Pharmaceuticals Ltd.
417,1093,IOI Oleochemical,IOI Oleo Germany GmbH - Site Witten
1811,3705,Centaur Pharmaceuticals,Centaur Pharmaceuticals Private Limited - Site Pune
1632,3033,Medipha Santé,Medipha Santé SAS
652,1499,Dr. Ebeling & Assoc.,Dr. Ebeling & Assoc. GmbH
577,1415,Bähren Pharma,Wilhelm Bähren GmbH & Co. KG - Site Mönchengladbach
1385,2326,Zhejiang Second Pharma,"Second Pharma Co., Ltd."
1133,2046,Piramal Group,Piramal Pharma Limited - Site Navi Mumbai
233,1364,UQUIFA,"Uquifa - Union Quimico Farmaceutica, S.A. - Site Lliça De Vall"
1865,2944,Deutsche Homöopathie-Union,DHU-Arzneimittel GmbH & Co. KG
2256,3370,QUIDESA,QUIDESA S.A. de C.V.
1436,2543,The United Laboratories International Holdings,"Zhuhai United Laboratories Trading Co.,Ltd - Site Inner Mongolia"
697,3390,Repligen,"Repligen Corporation US - Site Rancho Dominguez, California"
287,709,Shilpa Lifesciences,Shilpa Pharma Lifescience Limited - Unit 2
278,677,Synergy Health,Synergy Health Utrecht B.V.
143,300,Particle Analytical,Particle Analytical Aps
471,1206,Optimus Drugs Private,Optimus Drugs Private Limited - Site Survey No 239 & 240
53,123,Insud Pharma,Universal Farma
2542,3779,Applus,Applus - Site Bellaterra
839,1696,Biokanol Pharma,Biokanol Pharma GmbH
384,1006,Fabbrica Italiana Sintetici,F.I.S. Fabbrica Italiana Sintetici SpA - Site Lonigo
152,3715,Sanofi,Sanofi Egypt S.A.E
2494,3701,Octapharma,Octapharma Pharmazeutika Produktionsgesellschaft
2652,3882,Chongqing Huapont Shengchem Pharm,Chongqing Huapont Shengchem Pharm
2659,3890,Alltub France,Alltub France
123,3698,Eurofins,Eurofins Hydrologie Ile de France
1061,1953,TROX,TROX GmbH
2070,3195,Martin Bauer,Martin Bauer Polska Sp. z. o. o.
1908,2994,Pharma Greven,Pharma Greven GmbH
2424,3616,Thai Hospital Products,"Thai Hospital Products Co., Ltd."
1018,3515,Fareva Holding,Sigmar Italia SPA
169,2663,Sandoz,Sandoz GmbH - Site Kundl
679,1730,Elementis Global,Elementis Minerals B.V.
1797,2855,InfoRLife,InfoRLife SA
315,835,Ajinomoto,"Ajinomoto Health & Nutrition North America, Inc. - Site Eddyville"
1602,2583,Mirax BioPharma,MiraxBioPharma AO
1101,3260,Lipoid-Gruppe,Phospholipid GmbH
663,1512,DS Smith,DS Smith S.A. Korinthos
1188,2115,Guangzhou Hanfang Pharmaceutical,"Guangzhou Hanfang Pharmaceutical Co., Ltd."
378,990,Essentra Packaging,Essentra Packaging France SARL
1235,2701,Colorcon,Airnov France - Colorcon Functional Packaging
2467,3600,Suquian Dewei Industrial and Chemical,Suquian Dewei Industrial and Chemical Co Ltd
111,229,DSM Pharmaceuticals,DSM Nutritional Products AG
1590,2599,Symrise,Symrise AG - Site Holzminden
93,218,Dr. Reddy’s Laboratories,Dr. Reddy's Laboratories Ltd. - Central Warehouse
1701,2744,ANS Biotech,ANS Biotech - Site Riom
432,1972,Synerlab,Laboratories Pharmaster
2492,3693,Symbio Proinnovera,Proinnovera GmbH
634,1477,Albemarle Corporation,Albemarle Germany GmbH
878,1743,FILTROX Group,FILTROX Carlson Ltd.
339,896,BrightGene,"BrightGene Fine Chemical Co., Ltd - Site Taizhou"
1689,2730,Amsal Chem,"Amsal Chem. Pvt. Ltd.,"
1615,2565,MFORM Medizintechnik,MFORM GmbH & Co. KG
665,1514,Gentec Pharmaceutical Group,"Duke Chem, S.A."
1670,2698,AbbVie,AbbVie-Odyssea
660,1509,Drekopf Entsorgung,Drekopf Recyclingzentrum Bünde GmbH
2313,3476,SCHÜTZ,SCHÜTZ GmbH & Co. KG
260,539,CCL Label,CCL Label (Ashford) Limited
217,374,Stoelzle Oberglas,Stoelzle Oberglas GmbH
255,505,BASF,BASF A/S
2489,3683,Bernardi Group,Bernardi SAS
2383,3860,Spectrum Chemical Home,Spectrum Chemicals
2137,3218,Avril Group,Oleon SAS
565,1396,Zdravlje A.D.,Zdravlje AD
1279,2211,Henan Lihua Pharmaceutical,Henan Lihua Pharmaceutical Co. Ltd. - Site 1
1212,2142,Global Pharmaceutical Group,Global Pharmaceutical Industries Egypt
887,1753,Flexituff Ventures,Flexituff International Ltd
742,1593,Procemsa,Farmaceutici Procemsa S.P.A.
1757,2811,Chiapparoli Logistica,Chiapparoli Logistica S.p.A.
2106,3326,Norex Flavours Private,Norex Flavours Private Limited
2199,3358,QACS,QACS Laboratories Ltd
2078,3205,Max Zeller Söhne,Max Zeller Söhne AG
1321,3134,Jiangsu Sud-Chemie Performance Packaging Material,Jiangsu Sud-Chemie Performance Packaging Material Co. Ltd
2427,3619,The Graymor Chemical Hamburg,The Graymor Chemical Hamburg GmbH
1167,2090,Kangle Pharmaceutical Group,"Chongqing Kangle Pharmaceutical Co., Ltd."
1928,3031,Element's,Element Materials Technology US
185,394,Tereos,Tereos Starch & Sweeteners - Site Bucy
2362,3526,SK Biotek,SK Biotek Korea - Site Sejong‐si
7,2717,ALS Global,ALS Scandinavia - Site Sollentuna
274,660,trans-o-flex,trans-o-flex Express GmbH - Site Kassel
1097,1996,LINHARDT Group,Linhardt GmbH
1288,2222,Hubei Biocause Heilen Pharmaceutical,"Hubei Biocause Heilen Pharmaceutical Co., Ltd."
123,258,Eurofins,Eurofins Biolab Italy S.r.l. - Site Vimodrone
123,1639,Eurofins,Amatsigroup SAS
123,266,Eurofins,"Eurofins BioPharma Product Testing Spain, S.L."
399,1053,Givaudan,Givaudan France Naturals SAS - Site Reyssouze
2086,3223,MedFau,MedFau SH.P.K
121,248,Movianto,Movianto Deutschland GmbH
583,1421,Xpress Biologics,Xpress Biologics SA
2281,3435,Galenicum,SAG Manufacturing S.L.U.
26,926,Azelis Group,Azelis France S.A.S
548,1373,Zuellig Pharma,Zuellig Pharma Thailand Ltd
368,963,Doppel Farmaceutici,Doppel Farmaceutici S.R.L - Site Rozzano
1544,2512,Zhejiang Hisun,Zhejiang Hisun Pharmaceutical Co. Ltd. - Site 2
1699,2741,Anfarm Hellas,Anfarm Hellas S.A
2669,3903,Palladio Group,Palladio BNM Llc
1151,2070,Pharmaceutical Product Development,PPD Development US L.P. - Site Middleton
306,1977,DFE Pharma,Laboratorium Ofichem B.V.
1848,2913,CHC Curtis,Curtis Health Caps S.A.
182,2919,Solvay,Cytec Industries Inc
54,127,Cipla,Cipla Kurkumbh
58,147,Constantia Flexibles,Constantia Blythewood LLC
296,761,Medreich,Medreich India - Unit 7
2032,3148,JW Pharmaceutical,JW Pharmaceutical API - Site Gyeonggi-do
517,1309,Silliker,Silliker Iberica SA
22,1677,Berry Global,Berry Massmould Ltd.
456,1171,Mayr-Melnhof Packaging,MM Wolfen GmbH - Site Bitterfeld-Wolfen
1387,2328,Shaanxi Jiahe Pharmaceutical,"Shaanxi Jiahe Pharmaceutical Co.,ltd"
339,897,BrightGene,"BrightGene Pharmaceutical Co., Ltd. - Site Suzhou"
2418,3608,TASA,Tecnológica de Alimentos S.A.
116,756,Merck,Merck Brazil
2433,3629,Toxicon,Toxicon AB
1918,3036,FACI Group,FACI Asia Pacific PTE LTD
290,719,Sartorius Stedim,Sartorius Slovenia
2234,3392,RETAL,"RETAL Baltic Films, UAB"
152,2813,Sanofi,CHINOIN Private Co. Ltd.
1912,2999,Pharma-Tech,Pharma-Tech A/S - Site Randers
2133,3228,Occam Health Services,Occam Health Services LLC
1018,1014,Fareva Holding,Fareva France Amboise - Site Pocé-Sur-Cisse
716,1567,euroMinerals,euroMinerals GmbH
1677,2709,Champignon-Hofmeister,Alpavit Kaeserei Champignon Hofmeister
1427,2376,Sunresin New Materials,Sunresin New Materials Co. Ltd.
177,351,Shakti Lifescience,Shakti Lifescience Pvt Ltd.
2656,3887,Givaudan Lavirotte (ISALTIS),Givaudan Lavirotte (ISALTIS)
1302,2238,Huzhou Zhanwang Pharmaceutical,"Huzhou Zhanwang Pharmaceutical Co., Ltd."
1930,3026,EL Labs,EL Labs spol. SRO
401,1059,Harman Finochem,Harman Finochem Limited - Site Shendra
320,856,AGQ Labs,"Alkemi, SA - Site Coslada"
1167,2091,Kangle Pharmaceutical Group,"Lianyungang Kangle Pharmaceutical Co., Ltd. (Site II)"
2210,3395,RioCare India,RioCare India Pvt. Ltd.
1553,2528,Zhejiang Ruibang Pharmaceutical,"Zhejiang Ruibang Pharmaceutical Co., Ltd"
260,609,CCL Label,CCL Label - Site Sioux Falls
293,740,Novartis,Novartis Pharma Stein AG
272,652,VWR International,VWR International - Site Briaire
1420,2225,Shine Star (Hubei) Biological Engineering,"Hubei Goto Biotechnology Co., Ltd."
390,3690,Thermo Fisher Scientific,Thermo Fisher Scientific Italia - Site Ferentino
952,1822,Atacama Minerals Corp,Atacama Minerals Chile S.C.M
331,878,B. Braun,B. Braun Austria GmbH
100,202,Life Logistics Freight,Life Logistics Freight GmbH
441,1138,Laurus Labs,Laurus Labs Limited - Unit 3
1790,2849,Industrial Veterinaria,Industrial Veterinaria S.A.
587,1427,WeylChem,WeylChem Organica GmbH
2110,3297,Beeswax,New Zealand Beeswax Ltd
2228,3398,Rixius,Rixius AG
1182,2107,Fuzhou Sanhe Pharmachem,Fuzhou Sanhe Pharmachem Co. Ltd.
516,1306,Sharp Packaging Services,Sharp Packaging Services LLC - Site Allentown
924,1791,Goltze Druck,Goltze Druck
209,356,SK Pharma Logistics,SK Pharma Logistics GmbH
297,764,Malladi Drugs & Pharmaceuticals,Malladi Drugs & Pharmaceuticals Limited - Unit 3
853,1711,Bioteque Corporation,BIOTEQUE Taiwan
1512,2475,Yuanda China,"Wuhan Wuyao Pharmaceutical Co., Ltd - Site 1"
1400,2344,Shandong Regen Pharmaceutical,"Shandong Regen Pharmaceutical Co., Ltd"
1277,2209,Henan Dingxin Pharmaceutical Technology,Henan Dingxin Pharmaceutical Technology Co. Ltd.
1073,1969,Laboratori Alchemia,Laboratori Alchemia SRL
288,713,SEFAR Pharma,SEFAR Romania
